date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,type
01-22-2020,0,0,0
05-30-2021,12,9,17
05-31-2021,12,9,17
06-01-2021,12,8,15
06-02-2021,11,8,14
06-03-2021,11,8,14
06-04-2021,11,8,14
06-05-2021,11,6,14
06-06-2021,9,6,14
06-07-2021,9,6,11
06-08-2021,9,6,11
06-09-2021,9,6,11
06-10-2021,8,3,11
06-11-2021,6,3,11
06-12-2021,6,3,11
06-13-2021,6,3,9
06-14-2021,6,3,9
06-15-2021,6,3,9
06-16-2021,5,3,11
06-17-2021,5,2,11
06-18-2021,5,2,12
06-19-2021,3,2,12
06-20-2021,3,2,12
06-21-2021,3,2,13
06-22-2021,3,2,13
06-23-2021,3,2,13
06-24-2021,3,2,15
06-25-2021,3,2,15
06-26-2021,3,2,15
06-27-2021,5,2,16
06-28-2021,5,2,16
06-29-2021,5,2,20
06-30-2021,5,2,20
07-01-2021,3,2,23
07-02-2021,3,2,27
07-03-2021,4,2,30
07-04-2021,4,0,36
07-05-2021,4,0,39
07-06-2021,4,0,46
07-07-2021,4,0,52
07-08-2021,6,0,61
07-09-2021,6,0,70
07-10-2021,6,0,76
07-11-2021,7,0,85
07-12-2021,9,0,92
07-13-2021,9,0,100
07-14-2021,9,0,113
07-15-2021,12,0,120
07-16-2021,12,0,126
07-17-2021,12,0,133
07-18-2021,13,0,140
07-19-2021,13,0,140
07-20-2021,15,0,143
07-21-2021,16,0,145
07-22-2021,18,0,146
07-23-2021,19,0,145
07-24-2021,20,0,147
07-25-2021,22,0,150
07-26-2021,22,0,146
07-27-2021,21,0,144
07-28-2021,21,0,144
07-29-2021,24,0,148
07-30-2021,24,0,149
07-31-2021,24,0,151
